title,url,duration,thumbnail
ITP Spring Show 2018,https://www.youtube.com/watch?v=qVYd1HQFcGg,1220,https://i.ytimg.com/vi/qVYd1HQFcGg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnuir1U82LlWq3ntZmGT15jk6r1A
Live Stream Archive - ITP Spring Show 2018 (Better Audio),https://www.youtube.com/watch?v=YVmVYuUj6yE,7529,https://i.ytimg.com/vi/YVmVYuUj6yE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6C2sYO2tixCutzpywEuU9APlTXQ
Guest Tutorial #11: Hardware + JavaScript with noopkat,https://www.youtube.com/watch?v=Xtnitfj_e10,3291,https://i.ytimg.com/vi/Xtnitfj_e10/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAKgTKSFqfW22K7mRnGV_m8NoLl_A
Guest Tutorial #10: Kinectron with Lisa Jamhoury,https://www.youtube.com/watch?v=BV6xK3EOznI,1336,https://i.ytimg.com/vi/BV6xK3EOznI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTK9V7TalDGGE1E8dxXBQMFCYt1Q
Guest Tutorial #9: Color Predictor with Jabril,https://www.youtube.com/watch?v=iN3WAko2rL8,1719,https://i.ytimg.com/vi/iN3WAko2rL8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6vmCdpsohNMsC-TrZISZy3ZMs3A
Adding a Function to p5.js,https://www.youtube.com/watch?v=Rr3vLyP1Ods,2804,https://i.ytimg.com/vi/Rr3vLyP1Ods/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxCmUv6kURb1_O3ylau7BRTsx44w
Guest Tutorial #8: Phaser Game Development with Catt Small,https://www.youtube.com/watch?v=T9kOFSFvgKc,2286,https://i.ytimg.com/vi/T9kOFSFvgKc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXNWfNxK7OOlxxmFVQvl4QWa3x6A
Guest: John Henry Thompson,https://www.youtube.com/watch?v=DvS4h-1Eyu4,1887,https://i.ytimg.com/vi/DvS4h-1Eyu4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvhnKXHeqlbVab5AVDOaWSvGSjAw
1.10: Git Remotes - Git and GitHub for Poets,https://www.youtube.com/watch?v=lR_hYwCAaH4,835,https://i.ytimg.com/vi/lR_hYwCAaH4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6gXxNd4IdMK9CyJi2kR0FvEAjBA
Linting with ESLint,https://www.youtube.com/watch?v=clzTwZgMlqE,1709,https://i.ytimg.com/vi/clzTwZgMlqE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBii7zh9JL1oijePG6cb6s2cPut7A
1.9: Resolving Merge Conflicts - Git and GitHub for Poets,https://www.youtube.com/watch?v=JtIX3HJKwfo,529,https://i.ytimg.com/vi/JtIX3HJKwfo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDLUSuQcMfk5yVGxGgNuCkDvdoFg
CircleCI Part 4: Matrix Library Testing and Continuous Integration,https://www.youtube.com/watch?v=Zu380IeA2Lk,1211,https://i.ytimg.com/vi/Zu380IeA2Lk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH4haiNpDiNnmhc1pUMYjjq5YCrA
CircleCI Part 3: Continuous Integration with GitHub,https://www.youtube.com/watch?v=0OjEx2UzLUI,1655,https://i.ytimg.com/vi/0OjEx2UzLUI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCk4Hj6__Ear42Yg-05GplxuKTkfg
CircleCI Part 2: Unit Testing with Jest,https://www.youtube.com/watch?v=S3QwafQEvSs,692,https://i.ytimg.com/vi/S3QwafQEvSs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDusYghNzZ0myXiVyY0c9m-qXsqJw
